id,job_name,address,salary_range,company_name,industry,company_size,company_type,job_code,job_detail,update_date,company_detail,job_url
2125,实施工程师,安庆-迎江区,8000-16000元,青岛安然物联网科技有限公司,"物联网,物联网",20-99人,未融资,CC559764920J40565608304,需要弱电技术、自动化、安防系统、工业互联网+危化安全生产、物联网人才，不要纯软件人才。  你能经常到全国各地出差吗？你能到工业生产现场生产现场做技术支持吗？     真正的奋斗者在安然会有让人值得为之奋斗的事业，会有充实、高效的成长，会有高人一等的收入。,7月22日,基于精准人员定位的工业安全生产信息化管理专家，安全生产信息化管理引领者！作为全国实时定位技术标准工作组成员和应急管理部“工业互联网+危化安全生产”人员定位系统技术支持机构，安然从2012年起致力于基于ZigBee Plus三维立体按需精准定位的“工业互联网+安全生产”的研究，获得了20多项安全智能管控系统发明专利和著作权，持续引领中国化工行业生产现场智慧安全！安然以“准、稳、狠”的ZigBee Plus三维立体按需精准人员定位统和“底数清、数据准、情况明、研判准、措施实”的安全生产信息化平台为核心，整合访客管理、出入口控制、人脸识别、视频监控、语音广播、重大危险源监控、可燃有毒气体监测等系统，对生产现场人、机、料、法、环五大要素进行实时、动态、智能管控和预警，规范人的安全行为，保障人的生命安全，有效防范风险、主动化解风险，实现智慧安全。安然“以用为本”，把安全生产信息化建设与公司管理体系“深度融合”，把安全生产信息化建设与日常工作“紧密结合”，对安全生产切实“有用、实用、好用”，避免建用“两张皮”，让安全管控更智能，让生产更高效才实用。迄今已服务中石化、中石油、延长石油、国能、兖矿、京能、索普、新安、奇美、昊源、潞安、旭阳、垦利、逸盛、海科、酒钢、金发等几百家石化、化工、选煤、钢铁、电厂企业。安然以客户为中心，以强者为本，抬头乐干，愿意与同道中人联合、链接，携手共建、共用、共享生产安全命运共同体，一起干，一起干，让优秀企业更安全，让优秀企业更高效！,"https://www.zhaopin.com/jobdetail/CC559764920J40565608304.htm?refcode=4019&srccode=401901&preactionid=a7c1140f-c46c-45e5-b867-ab342d8bdc77"
2126,C/C++,贵阳-花溪区,1.7-3万·15薪,外企德科数字技术有限公司,专业技术服务,10000人以上,,CCL1480117890J40616278305,岗位选择：  软件开发、软件测试、嵌入式开发、算法、运维、数据分析等（工作地点可选北京、上海、深圳、东莞、杭州、南京、武汉、成都、西安、长沙、苏州、济南、广州等）  岗位要求：  1、统招本科及以上学历（学信网可查），985/211/双一流大学优先；计算机、通信相关专业优先，非相关专业有相关工作经验也可以。  2、热爱编程，基础扎实，熟悉JAVA/C++/C/Python/JS/HTML/GO等编程语言中的一种或多种，有良好的编程习惯。  3、对数据结构、算法有一定了解，熟悉TCP/IP协议及互联网常见应用和协议的原理。  4、有IT应用软件、互联网软件、IOS/安卓等相关产品开发经验，熟悉网络安全、信息安全等相关领域。  5、熟悉软件开发过程，熟练运用软件开发工具，具备良好的软件工程能力。  6、具备独立工作能力和解决问题的能力，善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践。  7、有强烈的团队合作精神，有良好的英语读写能力，有大型通信设备开发经验者优先。  岗位福利：  1、薪资结构：底薪+绩效+年终奖，入职即缴纳五险一金，额外补充商业险，每年一次调薪调职机会。  2、团建+内购会+班车+免费夜宵+节日福利+生日会+年度免费体检+公司内部健康驿站+带薪年假+半年导师一对一带教。  3、5天8小时，弹性打卡，双休，月末最后一个周六加班，双倍工资。  4、大厂待遇，合同签约4年，项目稳定，个人瓶颈期可申请挑战新项目，晋升空间广，办公环境高大上。,2025-07-28 00:22:31,外企德科数字技术有限公司是一家2023年新成立的中外合资企业。成立于2023年11月24日，公司定位：专注于为信息技术企业提供人才及数字技术外包解决方案的中外合资企业。它是由中国人力资源服务行业的FESCO（北京国际人力资本集团）与全球人力资源服务领导者The Adecco Group（德科集团）合资成立的。公司主要提供网络技术服务、软件外包服务、计算机系统服务、技术进出口、软件开发等信息技术相关服务。专注于为信息技术企业提供信息技术类人才及数字技术外包解决方案。,"https://www.zhaopin.com/jobdetail/CCL1480117890J40616278305.htm?refcode=4019&srccode=401901&preactionid=a7c1140f-c46c-45e5-b867-ab342d8bdc77"
2127,测试工程师,开封-龙亭区,8000-12000元,河南歌络影视传媒有限公司,新媒体,20人以下,,CCL1495955890J40793570203,岗位职责： 1.负责中央域控制车身、网关、诊断等功能系统测试 2.根据产品需求设计测试方案和测试用例| 3.根据测试用例执行手工测试，反馈跟踪产品BUG及用例缺陷 4.搭建测试台架，进行台架及实车测试 5测试工具/系统研究和应用 任职要求： 1.18-30岁，经验不限，毕业一年以上，大专及以上学历| 2.对互联网感兴趣，能够长期发展 3.学习能力强，有较强的沟通能力以及逻辑思维能力 早九晚六，周末双休，法定假日正常休息 接受无经验，要求认真踏实,7月22日,,"https://www.zhaopin.com/jobdetail/CCL1495955890J40793570203.htm?refcode=4019&srccode=401901&preactionid=a7c1140f-c46c-45e5-b867-ab342d8bdc77"
2128,前端开发,北京-海淀区,1-2万,中科软科技股份有限公司,"计算机软件,计算机软件",1000-9999人,已上市,CC120160390J40613269316,岗位职责：  1、参与公司项目产品的设计与研发，提高用户体验和系统稳定性；  2、快速理解客户和项目经理需求，并能与后台开发人员保持良好的沟通合作；  3、进行前端新技术新框架的跟进，与团队成员分享。  岗位要求：  1、计算机或相关专业，本科及以上学历；  2、稳重踏实，具备良好的沟通交流能力，逻辑思维能力，有较强的快速学习能力；  3、熟练掌握前端开发技术HTML、CSS、JavaScript，有ES6/HTML5/CSS3开发经验；  4、精通Web前端框架，如Vue、React、Angular等，了解Node.js，有Ant Design开发经验者优先；  5、了解后端Java开发技术，和Java开发人员有协作开发经验者优先，熟悉J2EE体系架构、Jsp、Servlet、Spring、Web Service者优先；  6、熟练使用浏览器调试工具，有系统维护、浏览器兼容性调整、性能优化方面的经验；,7月3日,中科软科技股份有限公司成立于 1996年 5月，总部设在北京，注册资本金 21200万元，是专业从事计算机软件研发、应用、服务的大型软件开发集团公司，业务方向包括：大型行业应用软件开发和系统集成、行业通用软件产品、网络信息安全软件产品、大型网络应用软件组合平台、中间件软件产品及应用工具。主要领域涉及保险、金融、政府、能源、媒体、公共卫生等各行业，现为中国电子政务百强企业、中国电子企业最具潜力品牌单位、保险行业解决方案最具影响力企业，在保险行业 IT综合实力及应用解决国内排名第一。公司拥有多年从事软件工程实施、国内外合作开发及推广的丰富经验，是国家发展计划委员会、信息产业部、对外贸易经济合作部、国家税务总局确定的“国家规划布局内的重点软件企业”，“国家火炬计划北京软件产业基地”骨干企业，国家欧美软件外包试点企业、“北京市百家创新试点企业”之一，同时承担国家“十五”科技攻关项目、“ 863计划”、国家发改委软件产业化项目、科技部技术创新项目及北京市科委重大项目。在企业的发展中，我们一直注意公司管理体系的建设和完善，促进公司管理的科学化、规范化、流程化，努力建立规范、系统的公司管理体系。目前已通过 ISO9001质量体系认证及 CMMI5级的评估认证，获得“计算机信息系统集成一级资质”；“涉及国家秘密的计算机信息系统集成甲级资质”，建筑智能化系统集成专项工程设计证书（甲级）等证书，是“ AAA级信用企业”，并拥有中关村企业信用最高等级 ZC1。在对待员工队伍的建设问题上，在企业文化中强调以人为本，不拘一格发展人才的思路。公司现已拥有一支七千多人的、以年轻的博士硕士为骨干的、老中青结合的科技队伍。同时，我们也拥有一支资深顾问团队，主要成员分别来自于国家各部委、保监会、银监会、中国人保等各领域内的政府高管及业界巨头。随着公司在保险、银行、政府、媒体、邮政等各个领域的迅猛发展，也吸引了越来越多的来自世界各地的跨国企业与公司进行合作。自 2003年开始，公司更是依托在业界的广泛渠道及良好的合作关系，举办了中国软件领域的权威盛会—中国软件技术大会。以“张扬个性、促进创新、引爆争鸣、激发活力”为口号，以中立、开放为宗旨，容纳并汇聚了当今软件业的多种技术和流派，获得了社会的广发关注与认可“发展软件产业、创新软件科技”。作为一家快速成长的中国软件企业，我们将继续秉承踏实严谨的工作作风，以发展民族软件业为己任，用我们的激情与智慧，携手大家共创辉煌未来。成功案例保险业务综合管理信息系统计算机网络安全技术软件开发项目新华社新闻编辑系统工程国家质量监督检验检疫总局质量监督综合管理信息系统金财工程总体建设解决方案国家开发银行柜台前移项目中国银行 Lotus平台升级项目中国光大银行综合办公管理系统中国疾病预防中心突发公共卫生事件应急监测系统新华社 2008奥运移动报道系统项目……战略合作伙伴包括 Microsoft、 IBM、 HP、 BEA、 Oracle、 SUN、 SGI、 DELL、 BakBone、 BMC及 NEC、 Toshiba、 Lotus、 SAP等公司。企业文化公司企业文化的四个层面：以客户为中心合作高效益、高效率和高技术德、智、体全面发展,"https://www.zhaopin.com/jobdetail/CC120160390J40613269316.htm?refcode=4019&srccode=401901&preactionid=a7c1140f-c46c-45e5-b867-ab342d8bdc77"
2129,测试工程师,绍兴-None,5000-7000元,天阳科技,"计算机软件,计算机软件",1000-9999人,已上市,CC120408370J40169168708,1、需已毕业的本科及以上学历； 2、签订正式合同、五险一金； 3、无经验者，由公司项目经理带； 岗位职责： 负责银行后台核算系统验证功能的完整性、正确性、安全性等，验证系统BUG。职位福利：五险一金、带薪年假、上市公司、定期体检、周末双休、定期团建、包住、年终分红 ,7月26日,天阳科技(股票代码：300872)，是全球金融创新服务的重要贡献者，持续赋能中国金融行业数字化转型，为客户提供咨询、金融科技产品、金融IT服务、云计算及运营服务。公司成立于2003年，服务超过300家金融行业客户，覆盖中央银行、政策性银行、国有银行、股份制银行、地方性商业银行、非银行金融机构等，员工人数近7000人，成为激活金融领域创新活力、推动金融科技迈入世界领先水平的重要力量。作为金融行业客户可信赖的合作伙伴，天阳科技凭借丰富的行业经验和端到端的专业服务，在信创、数字化金融、信贷、交易银行、信用卡、零售、营销、风险管理、征信监管等众多领域具备核心竞争力。据赛迪和IDC报告显示，近年来公司在中国银行业IT解决方案市场排名强势崛起，2019年收入及市场占有率综合排名分别位列第四位和第五位，并保持高速增长。同时，前瞻商业和科技趋势，入选2021年度未来银行科技服务商TOP100。天阳科技始终聚焦金融科技领域，加大自主创新力度，在超过100个城市建立本地化、专业化的研发和服务团队，拥有CMMI5级认证、软件测试成熟度模型集成（TMMi）3级认证、ISO9001质量管理体系认证、ISO20000信息技术服务管理体系认证、IS027001信息安全管理体系认证。通过部署人工智能、云计算、大数据、移动互联网、分布式计算和区块链等先进金融科技，公司致力于构建安全可控、普惠民生、开放共赢格局，在关键技术领域服务现代化金融发展大局，更好地为各利益相关方创造更大价值，为大中企业、小微企业以及每个个体提供优质金融服务。,"https://www.zhaopin.com/jobdetail/CC120408370J40169168708.htm?refcode=4019&srccode=401901&preactionid=a7c1140f-c46c-45e5-b867-ab342d8bdc77"
2130,科研人员,南京-雨花台区,1-1.5万,中济通设计集团有限公司,"工程施工,咨询服务",20-99人,不需要融资,CCL1346247450J40735053207,一、岗位要求 1.组织开展交通工程相关课题研发、标准编制、评优报奖项目申报等科研工作； 2.组织开展研究课题配套专利、科研报告、论文、工法等科技成果申报工作； 3.负责交通工程创新技术成果在工程项目上的推广、应用和服务。 4.工作地点：深圳/南京/苏州/南昌/成都/杭州。 二、任职资格 1.硕士研究生，道路、桥梁、隧道、土木工程、港口海岸及近海工程、土木水利相关专业； 2.思维清晰，良好的沟通与表达能力，较好的文字功底，有驾照者优先； 3.熟练掌握CAD、MIDAS、Origin、ABAQUS、ANSYS等工程软件； 4.具备较强的学习能力和团队协作精神，能够在压力环境下高效工作。,7月16日,公司实行南京、苏州双总部办公，注册资本5699万元。主要从事工程设计、试验检测、桥梁加固、智慧工地、品质工程、平安工地等技术咨询服务。公司拥有一支由教授级高级工程师、省级品质工程考评专家、省级平安工地考评专家、省级设计大师、计算机软件专家组成的80余人的专家团队。公司坚持“勇做第一、争创唯一”的工作理念，用心、专业的做好每一件事，计划三年内成为“高、精、尖”企业，并向行业的“独角兽”企业迈进。,"https://www.zhaopin.com/jobdetail/CCL1346247450J40735053207.htm?refcode=4019&srccode=401901&preactionid=a7c1140f-c46c-45e5-b867-ab342d8bdc77"
2131,前端开发,深圳-龙岗区,2-4万·16薪,陕西慧云联达企业管理咨询有限公司,人力资源服务,20-99人,不需要融资,CCL1445845820J40760532405,岗位职责 1.参与前端设计和开发工作； 2.编写可维护、可扩展的前端代码，确保代码质量和性能； 3.与后端团队配合，实现前后端数据交互和逻辑处理； 任职要求 1.统招计算机相关专业本科及以上学历； 2.熟练掌握前端基础知识，熟悉主流前端框架； 3.对前端工程化、模块化有深入了解和实践经验； 4.具备良好的学习能力和团队协作精神； 5.有前端开发经验者优先。,6月11日,陕西慧云联达企业管理咨询有限公司成立于2022年9月，是一家集高端猎头服务与专业代理记账报税业务于一体的综合性企业服务提供商。自成立以来，我们秉承“智聚英才，财通未来”的企业理念，致力于为国内外企业客户提供精准高效的人力资源解决方案及一站式财务管理服务，助力企业稳健成长，共创辉煌。,"https://www.zhaopin.com/jobdetail/CCL1445845820J40760532405.htm?refcode=4019&srccode=401901&preactionid=a7c1140f-c46c-45e5-b867-ab342d8bdc77"
2132,实施工程师,鹤壁-淇滨区,8000-16000元,青岛安然物联网科技有限公司,"物联网,物联网",20-99人,未融资,CC559764920J40884193604,岗位职责： 1. 负责石化、化工厂人员定位系统的现场实施、现场交付和技术赋能等工作。 2. 对接客户需求，进行需求调研，制定详细的施工方案和计划。 3. 确保项目按照既定的时间节点和质量要求完成交付。 4. 对已交付的项目进行后期技术支持与维护。 岗位要求： 1. 年龄在25-35岁之间。 2. 能够适应经常出差的工作要求。 3. 熟悉信息化、弱电及工业互联网相关技术。 4. 具备良好的沟通协调能力和问题解决能力。,7月18日,基于精准人员定位的工业安全生产信息化管理专家，安全生产信息化管理引领者！作为全国实时定位技术标准工作组成员和应急管理部“工业互联网+危化安全生产”人员定位系统技术支持机构，安然从2012年起致力于基于ZigBee Plus三维立体按需精准定位的“工业互联网+安全生产”的研究，获得了20多项安全智能管控系统发明专利和著作权，持续引领中国化工行业生产现场智慧安全！安然以“准、稳、狠”的ZigBee Plus三维立体按需精准人员定位统和“底数清、数据准、情况明、研判准、措施实”的安全生产信息化平台为核心，整合访客管理、出入口控制、人脸识别、视频监控、语音广播、重大危险源监控、可燃有毒气体监测等系统，对生产现场人、机、料、法、环五大要素进行实时、动态、智能管控和预警，规范人的安全行为，保障人的生命安全，有效防范风险、主动化解风险，实现智慧安全。安然“以用为本”，把安全生产信息化建设与公司管理体系“深度融合”，把安全生产信息化建设与日常工作“紧密结合”，对安全生产切实“有用、实用、好用”，避免建用“两张皮”，让安全管控更智能，让生产更高效才实用。迄今已服务中石化、中石油、延长石油、国能、兖矿、京能、索普、新安、奇美、昊源、潞安、旭阳、垦利、逸盛、海科、酒钢、金发等几百家石化、化工、选煤、钢铁、电厂企业。安然以客户为中心，以强者为本，抬头乐干，愿意与同道中人联合、链接，携手共建、共用、共享生产安全命运共同体，一起干，一起干，让优秀企业更安全，让优秀企业更高效！,"https://www.zhaopin.com/jobdetail/CC559764920J40884193604.htm?refcode=4019&srccode=401901&preactionid=a7c1140f-c46c-45e5-b867-ab342d8bdc77"
2133,技术支持工程师,东营-垦利区,9000-18000元,青岛安然物联网科技有限公司,"物联网,物联网",20-99人,未融资,CC559764920J40565333904,需要弱电技术、自动化、安防系统、工业互联网+危化安全生产、物联网人才，不要纯软件人才。  你能经常到全国各地出差吗？你能到工业生产现场生产现场做技术支持吗？     真正的奋斗者在安然会有让人值得为之奋斗的事业，会有充实、高效的成长，会有高人一等的收入。,2025-07-27 01:09:15,基于精准人员定位的工业安全生产信息化管理专家，安全生产信息化管理引领者！作为全国实时定位技术标准工作组成员和应急管理部“工业互联网+危化安全生产”人员定位系统技术支持机构，安然从2012年起致力于基于ZigBee Plus三维立体按需精准定位的“工业互联网+安全生产”的研究，获得了20多项安全智能管控系统发明专利和著作权，持续引领中国化工行业生产现场智慧安全！安然以“准、稳、狠”的ZigBee Plus三维立体按需精准人员定位统和“底数清、数据准、情况明、研判准、措施实”的安全生产信息化平台为核心，整合访客管理、出入口控制、人脸识别、视频监控、语音广播、重大危险源监控、可燃有毒气体监测等系统，对生产现场人、机、料、法、环五大要素进行实时、动态、智能管控和预警，规范人的安全行为，保障人的生命安全，有效防范风险、主动化解风险，实现智慧安全。安然“以用为本”，把安全生产信息化建设与公司管理体系“深度融合”，把安全生产信息化建设与日常工作“紧密结合”，对安全生产切实“有用、实用、好用”，避免建用“两张皮”，让安全管控更智能，让生产更高效才实用。迄今已服务中石化、中石油、延长石油、国能、兖矿、京能、索普、新安、奇美、昊源、潞安、旭阳、垦利、逸盛、海科、酒钢、金发等几百家石化、化工、选煤、钢铁、电厂企业。安然以客户为中心，以强者为本，抬头乐干，愿意与同道中人联合、链接，携手共建、共用、共享生产安全命运共同体，一起干，一起干，让优秀企业更安全，让优秀企业更高效！,"https://www.zhaopin.com/jobdetail/CC559764920J40565333904.htm?refcode=4019&srccode=401901&preactionid=a7c1140f-c46c-45e5-b867-ab342d8bdc77"
2134,C/C++,杭州-萧山区,1.5-2.4万·15薪,芜湖英视迈智能科技有限公司,"人工智能,计算机软件",20-99人,未融资,CCL1333737970J40400522609,岗位职责：     1、负责自动化设备上位机软件的需求分析、架构设计等；,1月22日,芜湖英视迈智能科技有限公司位于安徽省国家唯一批复的芜马合机器人产业集聚发展试点区域内的芜湖市机器人产业园，公司成立于2020年8月，是集设计、研发、生产、销售、服务于一体的新型智能科技公司，公司主要经营范围包括机器视觉软硬件开发与销售，智能识别与检测设备开发与销售，计算机软硬件开发和销售，工业智能机器人及配件、工装夹具的研发、制造和销售，自动化生产线工程设计，制造和销售，教学仪器的研发、制造和销售，机器人产业技术及信息咨询等。公司自成立以来，不断重视团队建设和人才培养，目前已建立了一支由软件工程师、算法工程师、机器视觉工程师等组成的技术研发和产业应用团队，经常多年的技术沉淀与积累，公司在传感器标定技术、机器人标定技术、图像处理技术、点云处理技术和软件开发技术等方面积累了丰富的技术基础和工程经验，已为多家工业零部件生产厂家提供了可靠的自动化检测方案，例如电脑背板视觉检测系统、电脑背板平面度3D检测系统、摩轮型号识别系统、汽轮去毛刺视觉定位系统等。目前，公司技术和产品在汽车及其零部件、3C、食品、军工、教育等领域得到了广泛应用。自公司成立以来，基于团队已掌握的技术成果，公司已研发了多款轮毂行业的机器人及视觉应用产品，如轮毂型号视觉识别系统、轮毂气门孔视觉识别定位系统、铸造条形码识别仪、机器人去毛刺工作站等，相关产品技术成熟，指标先进，已应用于多家知名轮毂生产企业。同时公司还与多家轮毂设备制造商建立了良好的合作关系，深度参与了部分设备制造商的大型自动生产线的研发过程，为他们提供了相关视觉和机器人控制产品以及先进的技术支持，同时也为我公司积累了丰富的用户使用习惯等数据，为我司改进设备、优化性能提供帮助。我公司还与哈尔滨工业大学、哈尔滨工业大学芜湖机器人产业技术研究院、芜湖哈特机器人产业技术研究院有限公司等高校及科研单位保持了良好的合作关系，能够充分利用相关研发资源和研发设备辅助我司开发本项目。芜湖英视迈智能科技有限公司依托哈尔滨工业大学机器人研究所、哈尔滨工业大学芜湖机器人产业技术研究院和机器视觉检测安徽省重点实验室，在图像处理技术、三维点云处理技术、机器人运动规划和工业机器人系统集成等方面研究成果突出，相关成果在汽车行业、船舶行业和电子行业得到成功应用。2021年被认定为芜湖市高层次人才团队,"https://www.zhaopin.com/jobdetail/CCL1333737970J40400522609.htm?refcode=4019&srccode=401901&preactionid=a7c1140f-c46c-45e5-b867-ab342d8bdc77"
